orderNumber,orderDate,requiredDate,status,customerNumber,amount,paymentMethod
2223,2024-03-18,2024-03-18,On Hold,110,2316.13,PayPal
2224,2024-10-30,2024-10-30,On Hold,356,2310.57,Cash
2225,2024-11-25,2024-11-25,Processing,189,1254.24,Credit Card
2226,2024-10-23,2024-10-23,Cancelled,948,2835.18,Credit Card
2227,2024-07-25,2024-07-25,Processing,195,5953.93,Cash
2228,2024-03-27,2024-03-27,Processing,382,2408.0,PayPal
2229,2024-05-07,2024-05-07,On Hold,330,3877.7,Bank Transfer
2230,2024-10-31,2024-10-31,On Hold,268,3006.22,Bank Transfer
2231,2024-03-09,2024-03-09,Shipped,3,6670.44,Credit Card
2232,2024-08-22,2024-08-22,Shipped,747,1289.28,Cash
2233,2024-04-13,2024-04-13,Shipped,263,8142.14,Cash
2234,2024-04-07,2024-04-07,Cancelled,299,1343.52,PayPal
2235,2024-02-11,2024-02-11,Processing,369,7210.94,Cash
2236,2024-05-04,2024-05-04,On Hold,583,159.59,PayPal
2237,2024-07-28,2024-07-28,Shipped,882,2531.86,PayPal
2238,2024-11-16,2024-11-16,Shipped,956,4433.87,Credit Card
2239,2024-04-19,2024-04-19,Shipped,612,8658.73,Bank Transfer
2240,2024-05-02,2024-05-02,Processing,577,2571.87,Credit Card
2241,2024-04-01,2024-04-01,Cancelled,797,3752.04,Credit Card
2242,2024-10-08,2024-10-08,Cancelled,46,4622.86,Credit Card
2243,2024-02-05,2024-02-05,Cancelled,783,3730.95,Bank Transfer
2244,2024-06-10,2024-06-10,Shipped,56,8012.29,Cash
2245,2024-11-25,2024-11-25,Cancelled,894,8604.71,PayPal
2246,2024-01-23,2024-01-23,Shipped,219,6516.88,Credit Card
2247,2024-10-01,2024-10-01,On Hold,53,7285.91,PayPal
2248,2024-04-26,2024-04-26,Processing,946,5270.24,Cash
2249,2024-02-20,2024-02-20,On Hold,780,8096.19,Bank Transfer
2250,2024-03-10,2024-03-10,Shipped,492,5654.42,Cash
2251,2024-07-21,2024-07-21,Processing,492,4041.81,Bank Transfer
2252,2024-05-01,2024-05-01,Shipped,972,3612.69,Cash
2253,2024-08-22,2024-08-22,Shipped,479,4769.37,Credit Card
2254,2024-11-07,2024-11-07,Shipped,377,9440.64,Bank Transfer
2255,2024-09-29,2024-09-29,Shipped,728,577.02,PayPal
2256,2024-02-19,2024-02-19,Cancelled,579,8048.69,PayPal
2257,2024-08-04,2024-08-04,Shipped,564,9243.18,Cash
2258,2024-07-02,2024-07-02,Shipped,195,3704.7,Bank Transfer
2259,2024-09-02,2024-09-02,Shipped,756,8838.94,Credit Card
2260,2024-09-26,2024-09-26,Cancelled,625,2807.0,Bank Transfer
2261,2024-10-28,2024-10-28,On Hold,63,9371.19,PayPal
2262,2024-04-04,2024-04-04,Cancelled,853,3864.31,Credit Card
2263,2024-01-08,2024-01-08,On Hold,359,4629.73,Cash
2264,2024-07-16,2024-07-16,Shipped,8,7938.63,PayPal
2265,2024-03-14,2024-03-14,Shipped,188,9065.67,Bank Transfer
2266,2024-05-08,2024-05-08,Shipped,157,319.43,PayPal
2267,2024-10-04,2024-10-04,Processing,138,8238.88,Credit Card
2268,2024-09-28,2024-09-28,Processing,168,6126.53,Bank Transfer
2269,2024-08-14,2024-08-14,Shipped,39,3653.95,PayPal
2270,2024-03-27,2024-03-27,Cancelled,174,3747.07,Bank Transfer
2271,2024-09-20,2024-09-20,Cancelled,332,6063.61,Bank Transfer
2272,2024-05-16,2024-05-16,Cancelled,494,4319.79,Bank Transfer
2273,2024-02-24,2024-02-24,On Hold,484,9198.93,PayPal
2274,2024-09-30,2024-09-30,Processing,126,4740.21,Bank Transfer
2275,2024-03-16,2024-03-16,Processing,101,7795.31,Credit Card
2276,2024-03-31,2024-03-31,On Hold,408,2563.55,Bank Transfer
2277,2024-04-10,2024-04-10,Shipped,603,9001.84,Bank Transfer
2278,2024-04-25,2024-04-25,Cancelled,798,1072.21,Cash
2279,2024-08-05,2024-08-05,On Hold,905,2625.61,Bank Transfer
2280,2024-04-30,2024-04-30,Cancelled,536,8355.84,Credit Card
2281,2024-03-20,2024-03-20,On Hold,570,220.01,Bank Transfer
2282,2024-02-18,2024-02-18,Processing,21,8118.81,Cash
2283,2024-01-23,2024-01-23,Processing,289,962.64,Bank Transfer
2284,2024-02-09,2024-02-09,Shipped,448,7188.07,Cash
2285,2024-06-23,2024-06-23,Processing,420,3341.13,Cash
2286,2024-10-31,2024-10-31,Processing,789,863.25,Bank Transfer
2287,2024-05-16,2024-05-16,Shipped,320,9189.91,Credit Card
2288,2024-02-01,2024-02-01,Shipped,212,8460.33,Credit Card
2289,2024-08-16,2024-08-16,Cancelled,626,7126.33,Credit Card
2290,2024-02-28,2024-02-28,Processing,347,8217.33,Bank Transfer
2291,2024-10-22,2024-10-22,On Hold,943,2044.53,Credit Card
2292,2024-02-16,2024-02-16,Shipped,256,7992.04,Cash
2293,2024-01-09,2024-01-09,Cancelled,448,1073.34,Bank Transfer
2294,2024-04-11,2024-04-11,Shipped,860,4710.48,PayPal
2295,2024-10-08,2024-10-08,Processing,734,1608.39,PayPal
2296,2024-06-30,2024-06-30,Cancelled,363,3097.13,Credit Card
2297,2024-03-10,2024-03-10,Cancelled,154,8718.76,Cash
2298,2024-09-11,2024-09-11,Cancelled,252,2984.01,PayPal
2299,2024-05-10,2024-05-10,Cancelled,603,4481.74,PayPal
2300,2024-02-29,2024-02-29,Shipped,957,8784.44,Credit Card
2301,2024-07-08,2024-07-08,On Hold,491,8134.51,PayPal
2302,2024-11-21,2024-11-21,Shipped,104,2471.65,Bank Transfer
2303,2024-10-07,2024-10-07,Processing,202,6751.39,Cash
2304,2024-09-18,2024-09-18,Cancelled,430,9788.58,Credit Card
2305,2024-09-30,2024-09-30,Cancelled,781,6625.38,Credit Card
2306,2024-01-13,2024-01-13,Cancelled,479,6719.22,Credit Card
2307,2024-04-24,2024-04-24,On Hold,533,5594.77,Bank Transfer
2308,2024-03-18,2024-03-18,Shipped,822,4995.28,Cash
2309,2024-06-03,2024-06-03,Cancelled,143,418.95,Cash
2310,2024-05-10,2024-05-10,Shipped,521,5559.25,Credit Card
2311,2024-02-17,2024-02-17,On Hold,222,7893.89,Credit Card
2312,2024-07-21,2024-07-21,Cancelled,823,7129.28,PayPal
2313,2024-05-26,2024-05-26,On Hold,598,8998.24,PayPal
2314,2024-05-08,2024-05-08,Shipped,4,5476.72,PayPal
2315,2024-09-17,2024-09-17,Processing,773,8609.6,Bank Transfer
2316,2024-11-11,2024-11-11,Cancelled,736,4450.51,PayPal
2317,2024-02-01,2024-02-01,Processing,92,9042.42,PayPal
2318,2024-02-22,2024-02-22,Shipped,600,4303.95,Cash
2319,2024-03-12,2024-03-12,Processing,188,3764.69,Bank Transfer
2320,2024-05-29,2024-05-29,Processing,890,9611.9,PayPal
2321,2024-04-15,2024-04-15,On Hold,668,9703.94,PayPal
2322,2024-09-03,2024-09-03,On Hold,545,9139.66,PayPal
2323,2024-05-06,2024-05-06,Shipped,892,410.58,PayPal
2324,2024-10-02,2024-10-02,Cancelled,820,8205.65,PayPal
2325,2024-01-17,2024-01-17,Processing,55,4536.91,Cash
2326,2024-08-04,2024-08-04,Processing,283,882.58,PayPal
2327,2024-07-31,2024-07-31,Cancelled,627,4567.32,PayPal
2328,2024-01-12,2024-01-12,Shipped,42,248.29,Credit Card
2329,2024-03-16,2024-03-16,Cancelled,499,3525.9,Bank Transfer
2330,2024-07-07,2024-07-07,On Hold,680,8085.16,PayPal
2331,2024-08-23,2024-08-23,Cancelled,809,8895.7,PayPal
2332,2024-06-11,2024-06-11,On Hold,491,3411.07,PayPal
2333,2024-04-15,2024-04-15,Cancelled,319,2581.88,Credit Card
2334,2024-04-23,2024-04-23,On Hold,745,7094.47,Bank Transfer
2335,2024-08-13,2024-08-13,Shipped,392,2050.44,Bank Transfer
2336,2024-10-05,2024-10-05,Cancelled,793,3128.99,Cash
2337,2024-07-29,2024-07-29,Shipped,104,664.79,Bank Transfer
2338,2024-06-04,2024-06-04,Processing,39,1638.01,Credit Card
2339,2024-05-30,2024-05-30,Shipped,385,1559.79,Cash
2340,2024-06-23,2024-06-23,Shipped,68,6974.5,Bank Transfer
2341,2024-07-03,2024-07-03,Shipped,593,6139.38,Credit Card
2342,2024-11-10,2024-11-10,Cancelled,653,2147.79,Credit Card
2343,2024-11-22,2024-11-22,Cancelled,398,7147.56,Credit Card
2344,2024-08-04,2024-08-04,Cancelled,684,2254.22,Cash
2345,2024-01-05,2024-01-05,Processing,160,485.44,Cash
2346,2024-02-14,2024-02-14,On Hold,370,9378.52,PayPal
2347,2024-01-16,2024-01-16,Processing,197,8261.5,Bank Transfer
2348,2024-11-09,2024-11-09,On Hold,31,1018.72,Cash
2349,2024-02-15,2024-02-15,Processing,339,1748.59,Bank Transfer
2350,2024-05-24,2024-05-24,Processing,223,3634.0,Credit Card
2351,2024-03-09,2024-03-09,Shipped,190,5267.18,PayPal
2352,2024-03-16,2024-03-16,Shipped,898,4291.02,PayPal
2353,2024-11-20,2024-11-20,Shipped,428,7811.23,Bank Transfer
2354,2024-07-24,2024-07-24,Cancelled,419,4406.66,Bank Transfer
2355,2024-10-06,2024-10-06,On Hold,624,4113.53,Cash
2356,2024-01-03,2024-01-03,Shipped,843,5938.55,Credit Card
2357,2024-01-06,2024-01-06,Cancelled,665,8376.27,PayPal
2358,2024-07-24,2024-07-24,On Hold,922,5353.97,Credit Card
2359,2024-08-26,2024-08-26,On Hold,146,2320.95,PayPal
2360,2024-03-25,2024-03-25,Processing,27,5692.4,Bank Transfer
2361,2024-04-16,2024-04-16,Shipped,340,1913.49,PayPal
2362,2024-10-03,2024-10-03,Processing,917,4818.24,Bank Transfer
2363,2024-01-23,2024-01-23,Shipped,926,960.47,Credit Card
2364,2024-04-11,2024-04-11,On Hold,637,6560.61,Credit Card
2365,2024-01-21,2024-01-21,Cancelled,427,4320.77,Bank Transfer
2366,2024-09-02,2024-09-02,Shipped,159,6898.05,Credit Card
2367,2024-11-14,2024-11-14,Processing,714,5955.51,Bank Transfer
2368,2024-06-04,2024-06-04,Cancelled,769,3373.64,Credit Card
2369,2024-03-24,2024-03-24,Cancelled,436,2266.97,PayPal
2370,2024-08-17,2024-08-17,Cancelled,263,2934.14,Credit Card
2371,2024-10-14,2024-10-14,On Hold,847,2523.35,Bank Transfer
2372,2024-03-05,2024-03-05,On Hold,86,1080.9,Cash
2373,2024-01-30,2024-01-30,Shipped,680,4827.08,Cash
2374,2024-06-21,2024-06-21,Shipped,53,8081.15,Credit Card
2375,2024-07-12,2024-07-12,On Hold,508,8889.33,PayPal
2376,2024-05-11,2024-05-11,On Hold,83,5940.36,Credit Card
2377,2024-04-27,2024-04-27,Shipped,947,2791.19,Cash
2378,2024-07-22,2024-07-22,Cancelled,293,4396.81,Credit Card
2379,2024-10-15,2024-10-15,Shipped,975,7704.51,Cash
2380,2024-04-10,2024-04-10,Cancelled,46,5054.8,Bank Transfer
2381,2024-09-19,2024-09-19,Shipped,692,6343.16,Cash
2382,2024-10-14,2024-10-14,Shipped,67,4117.15,Cash
2383,2024-08-01,2024-08-01,On Hold,423,9581.1,Bank Transfer
2384,2024-04-03,2024-04-03,Shipped,883,5165.84,PayPal
2385,2024-11-07,2024-11-07,Shipped,279,911.14,Credit Card
2386,2024-11-09,2024-11-09,Shipped,849,1202.02,PayPal
2387,2024-07-25,2024-07-25,Shipped,183,2868.8,PayPal
2388,2024-06-18,2024-06-18,Cancelled,5,992.75,Bank Transfer
2389,2024-09-25,2024-09-25,On Hold,517,5560.11,PayPal
2390,2024-03-31,2024-03-31,Shipped,57,7235.05,Credit Card
2391,2024-08-09,2024-08-09,Processing,294,8242.84,PayPal
2392,2024-01-31,2024-01-31,Cancelled,448,4532.19,Bank Transfer
2393,2024-04-05,2024-04-05,Cancelled,51,8563.2,Bank Transfer
2394,2024-03-09,2024-03-09,Processing,574,6507.87,Credit Card
2395,2024-08-16,2024-08-16,On Hold,138,8709.44,Bank Transfer
2396,2024-04-18,2024-04-18,Cancelled,818,825.59,PayPal
2397,2024-06-16,2024-06-16,On Hold,427,3451.09,Cash
2398,2024-10-17,2024-10-17,Cancelled,57,6362.77,Bank Transfer
2399,2024-04-12,2024-04-12,Shipped,899,8655.4,PayPal
2400,2024-02-04,2024-02-04,Shipped,682,1935.09,Bank Transfer
2401,2024-04-23,2024-04-23,Shipped,283,3000.0,Cash
2402,2024-02-14,2024-02-14,Shipped,719,5684.32,Cash
2403,2024-04-16,2024-04-16,On Hold,304,2587.98,Credit Card
2404,2024-03-31,2024-03-31,Shipped,420,6353.42,Bank Transfer
2405,2024-01-10,2024-01-10,Shipped,926,8490.18,Cash
2406,2024-03-18,2024-03-18,Shipped,813,2426.48,Bank Transfer
2407,2024-06-25,2024-06-25,On Hold,370,8033.8,PayPal
2408,2024-01-28,2024-01-28,Processing,422,7603.72,Cash
2409,2024-10-19,2024-10-19,Cancelled,570,8580.04,PayPal
2410,2024-08-28,2024-08-28,On Hold,969,3234.24,PayPal
2411,2024-08-14,2024-08-14,On Hold,989,3786.51,Bank Transfer
2412,2024-11-17,2024-11-17,Shipped,738,9438.25,PayPal
2413,2024-09-10,2024-09-10,On Hold,149,5662.5,Cash
2414,2024-10-09,2024-10-09,Shipped,605,3548.69,Bank Transfer
2415,2024-05-31,2024-05-31,Processing,351,3135.29,Cash
2416,2024-07-09,2024-07-09,Cancelled,161,1196.24,PayPal
2417,2024-05-25,2024-05-25,Processing,664,9831.66,PayPal
2418,2024-04-05,2024-04-05,Processing,893,7171.31,Credit Card
2419,2024-10-03,2024-10-03,On Hold,539,5256.87,Credit Card
2420,2024-08-13,2024-08-13,Shipped,240,2816.85,Credit Card
2421,2024-05-18,2024-05-18,Shipped,348,8315.17,Bank Transfer
2422,2024-03-06,2024-03-06,On Hold,873,725.7,PayPal
2423,2024-07-12,2024-07-12,On Hold,140,6501.78,PayPal
2424,2024-07-15,2024-07-15,Cancelled,657,8539.37,Bank Transfer
2425,2024-02-13,2024-02-13,On Hold,690,6052.8,Cash
2426,2024-08-08,2024-08-08,Processing,44,9879.51,PayPal
2427,2024-05-21,2024-05-21,Processing,938,4901.85,Credit Card
2428,2024-11-10,2024-11-10,Cancelled,626,2994.61,Credit Card
2429,2024-08-02,2024-08-02,On Hold,402,1223.26,Credit Card
2430,2024-07-21,2024-07-21,On Hold,957,9097.31,PayPal
2431,2024-01-09,2024-01-09,Cancelled,296,9043.52,Bank Transfer
2432,2024-03-28,2024-03-28,On Hold,279,8942.91,Credit Card
2433,2024-07-10,2024-07-10,On Hold,32,4497.17,PayPal
2434,2024-07-05,2024-07-05,Cancelled,18,7786.84,Bank Transfer
2435,2024-09-27,2024-09-27,On Hold,283,9068.08,PayPal
2436,2024-07-08,2024-07-08,Cancelled,278,2263.31,PayPal
2437,2024-07-26,2024-07-26,On Hold,278,1219.51,Credit Card
2438,2024-09-15,2024-09-15,Cancelled,684,1023.82,PayPal
2439,2024-07-15,2024-07-15,Shipped,982,6483.92,Credit Card
2440,2024-11-15,2024-11-15,Shipped,977,7135.01,Cash
2441,2024-11-24,2024-11-24,Shipped,301,3006.56,PayPal
2442,2024-05-09,2024-05-09,Cancelled,859,8376.69,Cash
2443,2024-01-18,2024-01-18,On Hold,394,8959.13,Credit Card
2444,2024-07-17,2024-07-17,Cancelled,185,6849.8,Credit Card
2445,2024-10-12,2024-10-12,Processing,576,3424.57,Credit Card
2446,2024-03-31,2024-03-31,Shipped,191,672.03,PayPal
2447,2024-03-03,2024-03-03,Shipped,330,5793.78,PayPal
2448,2024-09-16,2024-09-16,Cancelled,801,7251.7,PayPal
2449,2024-01-16,2024-01-16,On Hold,4,1679.82,PayPal
2450,2024-10-07,2024-10-07,Cancelled,106,3168.95,PayPal
2451,2024-01-04,2024-01-04,On Hold,718,9078.59,Cash
2452,2024-03-09,2024-03-09,Processing,325,6230.12,PayPal
2453,2024-04-30,2024-04-30,Cancelled,882,8365.62,Bank Transfer
2454,2024-08-28,2024-08-28,Processing,950,309.29,Bank Transfer
2455,2024-01-29,2024-01-29,Cancelled,435,9733.02,PayPal
2456,2024-08-04,2024-08-04,Shipped,431,6588.54,Cash
2457,2024-02-14,2024-02-14,Processing,140,703.47,Credit Card
2458,2024-01-03,2024-01-03,Cancelled,915,6093.73,Credit Card
2459,2024-05-19,2024-05-19,Processing,78,3101.51,Credit Card
2460,2024-07-19,2024-07-19,Processing,830,9203.02,PayPal
2461,2024-01-23,2024-01-23,Cancelled,406,3877.59,Bank Transfer
2462,2024-05-24,2024-05-24,Processing,936,1960.8,Credit Card
2463,2024-03-05,2024-03-05,On Hold,276,5686.53,Bank Transfer
2464,2024-11-19,2024-11-19,Cancelled,903,8923.91,Cash
2465,2024-01-06,2024-01-06,Shipped,991,4869.93,PayPal
2466,2024-11-08,2024-11-08,On Hold,317,8715.91,Credit Card
2467,2024-06-01,2024-06-01,Processing,371,9592.01,Bank Transfer
2468,2024-09-02,2024-09-02,Shipped,864,6114.79,Bank Transfer
2469,2024-07-07,2024-07-07,Processing,485,7148.79,Bank Transfer
2470,2024-11-14,2024-11-14,Processing,768,4089.02,Bank Transfer
2471,2024-09-30,2024-09-30,On Hold,133,2070.92,Cash
2472,2024-03-23,2024-03-23,Cancelled,186,9032.83,PayPal
2473,2024-02-23,2024-02-23,On Hold,100,7689.65,Credit Card
2474,2024-08-07,2024-08-07,Cancelled,312,5562.75,PayPal
2475,2024-08-21,2024-08-21,Shipped,483,3536.62,Cash
2476,2024-07-11,2024-07-11,Processing,198,6014.71,Credit Card
2477,2024-02-10,2024-02-10,Processing,20,4083.68,Cash
2478,2024-08-05,2024-08-05,Cancelled,623,5084.09,PayPal
2479,2024-02-16,2024-02-16,Cancelled,439,2569.51,Cash
2480,2024-09-26,2024-09-26,Shipped,527,2813.79,Bank Transfer
2481,2024-01-05,2024-01-05,On Hold,515,4307.88,PayPal
2482,2024-06-27,2024-06-27,On Hold,978,8461.5,PayPal
2483,2024-08-03,2024-08-03,Shipped,948,310.9,Credit Card
2484,2024-03-28,2024-03-28,Shipped,70,5205.59,PayPal
2485,2024-06-19,2024-06-19,On Hold,769,5164.92,Cash
2486,2024-11-23,2024-11-23,Cancelled,923,2323.54,Credit Card
2487,2024-10-25,2024-10-25,On Hold,695,4253.75,Credit Card
2488,2024-04-11,2024-04-11,Shipped,656,7398.26,Credit Card
2489,2024-03-04,2024-03-04,Shipped,858,6198.93,Cash
2490,2024-07-30,2024-07-30,On Hold,162,7153.42,PayPal
2491,2024-08-10,2024-08-10,Processing,452,3687.65,PayPal
2492,2024-09-16,2024-09-16,On Hold,518,5314.34,Bank Transfer
2493,2024-07-30,2024-07-30,Shipped,908,6800.86,Bank Transfer
2494,2024-07-05,2024-07-05,On Hold,111,381.04,Credit Card
2495,2024-05-10,2024-05-10,Cancelled,248,1064.34,Cash
2496,2024-06-28,2024-06-28,On Hold,643,8974.95,PayPal
2497,2024-04-04,2024-04-04,Shipped,740,1112.95,PayPal
2498,2024-09-02,2024-09-02,Shipped,922,9005.5,Credit Card
2499,2024-09-06,2024-09-06,Cancelled,69,4166.74,Cash
2500,2024-08-03,2024-08-03,Shipped,52,3298.67,Credit Card
2501,2024-07-19,2024-07-19,On Hold,663,7836.42,Cash
2502,2024-03-17,2024-03-17,Processing,735,9832.75,PayPal
2503,2024-09-11,2024-09-11,On Hold,778,4210.47,Credit Card
2504,2024-01-31,2024-01-31,On Hold,12,8711.95,Cash
2505,2024-03-03,2024-03-03,Processing,155,6095.98,Credit Card
2506,2024-11-13,2024-11-13,On Hold,176,6334.61,Cash
2507,2024-02-23,2024-02-23,On Hold,312,1235.69,PayPal
2508,2024-02-10,2024-02-10,Processing,181,7117.62,PayPal
2509,2024-02-13,2024-02-13,Cancelled,766,969.76,Bank Transfer
2510,2024-01-09,2024-01-09,Cancelled,874,6426.27,Bank Transfer
2511,2024-01-05,2024-01-05,On Hold,579,4691.13,PayPal
2512,2024-10-31,2024-10-31,Cancelled,31,1948.33,PayPal
2513,2024-09-26,2024-09-26,Cancelled,456,9715.27,Bank Transfer
2514,2024-02-23,2024-02-23,Shipped,545,9482.66,PayPal
2515,2024-08-21,2024-08-21,Shipped,589,7137.7,Credit Card
2516,2024-03-25,2024-03-25,Shipped,255,2092.91,PayPal
2517,2024-03-30,2024-03-30,On Hold,182,8715.99,Bank Transfer
2518,2024-05-09,2024-05-09,On Hold,578,3802.76,Cash
2519,2024-10-18,2024-10-18,Processing,290,3468.71,Cash
2520,2024-05-08,2024-05-08,Shipped,316,1233.59,PayPal
2521,2024-08-08,2024-08-08,Processing,784,8665.81,Cash
2522,2024-01-30,2024-01-30,On Hold,291,3294.43,Credit Card
2523,2024-02-15,2024-02-15,Processing,903,9816.57,Bank Transfer
2524,2024-05-28,2024-05-28,Cancelled,42,5335.69,Cash
2525,2024-01-18,2024-01-18,On Hold,419,9215.47,Cash
2526,2024-08-13,2024-08-13,On Hold,732,9931.73,Cash
2527,2024-09-12,2024-09-12,On Hold,115,6246.29,Bank Transfer
2528,2024-02-25,2024-02-25,Cancelled,311,3900.86,Cash
2529,2024-01-25,2024-01-25,On Hold,32,126.52,Bank Transfer
2530,2024-08-15,2024-08-15,Shipped,810,4309.12,PayPal
2531,2024-02-03,2024-02-03,On Hold,206,1943.21,PayPal
2532,2024-06-23,2024-06-23,Cancelled,310,1357.12,PayPal
2533,2024-01-28,2024-01-28,On Hold,407,5884.58,Bank Transfer
2534,2024-11-19,2024-11-19,Shipped,760,225.33,Cash
2535,2024-10-30,2024-10-30,Cancelled,824,1094.09,Bank Transfer
2536,2024-08-11,2024-08-11,Shipped,225,9027.59,Bank Transfer
2537,2024-07-29,2024-07-29,Shipped,102,4364.37,Cash
2538,2024-04-15,2024-04-15,Processing,561,8257.72,PayPal
2539,2024-03-23,2024-03-23,Cancelled,679,202.14,Credit Card
2540,2024-01-12,2024-01-12,Cancelled,728,2883.1,Credit Card
2541,2024-07-13,2024-07-13,Processing,139,4645.57,Bank Transfer
2542,2024-02-07,2024-02-07,Processing,258,788.18,PayPal
2543,2024-04-06,2024-04-06,Cancelled,304,9911.79,PayPal
2544,2024-01-08,2024-01-08,Processing,465,6870.96,Bank Transfer
2545,2024-11-23,2024-11-23,Shipped,649,6470.8,Cash
2546,2024-07-30,2024-07-30,Cancelled,256,3086.87,Credit Card
2547,2024-08-14,2024-08-14,Cancelled,926,3084.77,PayPal
2548,2024-05-11,2024-05-11,Cancelled,713,1159.73,Bank Transfer
2549,2024-01-04,2024-01-04,Cancelled,656,4083.62,Bank Transfer
2550,2024-10-07,2024-10-07,Shipped,773,3375.32,Bank Transfer
2551,2024-06-06,2024-06-06,On Hold,927,8490.24,PayPal
2552,2024-11-12,2024-11-12,Shipped,701,6148.18,Bank Transfer
2553,2024-11-07,2024-11-07,Cancelled,926,2559.98,Bank Transfer
2554,2024-03-08,2024-03-08,On Hold,859,677.62,Cash
2555,2024-04-08,2024-04-08,Shipped,130,5318.5,PayPal
2556,2024-08-08,2024-08-08,Cancelled,519,1476.32,Credit Card
2557,2024-07-27,2024-07-27,On Hold,668,6253.19,Credit Card
2558,2024-08-03,2024-08-03,Processing,708,5887.3,Credit Card
2559,2024-03-19,2024-03-19,Cancelled,415,6205.41,Cash
2560,2024-04-28,2024-04-28,Processing,372,5273.31,PayPal
2561,2024-05-27,2024-05-27,Shipped,146,2682.45,Credit Card
2562,2024-02-07,2024-02-07,Shipped,47,204.65,PayPal
2563,2024-07-29,2024-07-29,Shipped,896,876.36,Cash
2564,2024-07-31,2024-07-31,Cancelled,990,8738.58,Cash
2565,2024-01-01,2024-01-01,Shipped,105,3768.76,Credit Card
2566,2024-04-28,2024-04-28,On Hold,275,158.71,Cash
2567,2024-10-14,2024-10-14,Processing,544,3316.81,Cash
2568,2024-09-13,2024-09-13,Processing,230,3339.65,Cash
2569,2024-04-17,2024-04-17,Processing,52,3955.31,PayPal
2570,2024-05-23,2024-05-23,Shipped,753,1149.3,PayPal
2571,2024-02-23,2024-02-23,Processing,219,3318.03,Credit Card
2572,2024-01-03,2024-01-03,Processing,914,629.44,Credit Card
2573,2024-06-22,2024-06-22,Processing,342,8403.07,Bank Transfer
2574,2024-05-10,2024-05-10,On Hold,954,3906.11,Credit Card
2575,2024-08-22,2024-08-22,Shipped,661,5362.63,Bank Transfer
2576,2024-06-15,2024-06-15,Processing,871,5285.02,PayPal
2577,2024-02-03,2024-02-03,On Hold,563,1894.1,Cash
2578,2024-09-10,2024-09-10,Shipped,655,3334.31,Credit Card
2579,2024-08-13,2024-08-13,Processing,341,7359.95,Cash
2580,2024-06-22,2024-06-22,Processing,281,8248.1,Credit Card
2581,2024-01-30,2024-01-30,Shipped,87,7080.95,Bank Transfer
2582,2024-05-18,2024-05-18,Cancelled,275,6968.22,Cash
2583,2024-06-27,2024-06-27,Cancelled,921,9717.81,PayPal
2584,2024-11-12,2024-11-12,Processing,840,4328.34,Cash
2585,2024-02-14,2024-02-14,Processing,198,2007.38,PayPal
2586,2024-07-17,2024-07-17,Cancelled,589,642.54,Cash
2587,2024-06-24,2024-06-24,Cancelled,144,9587.4,PayPal
2588,2024-04-29,2024-04-29,Processing,942,3660.13,Cash
2589,2024-03-30,2024-03-30,On Hold,677,7695.43,Bank Transfer
2590,2024-07-24,2024-07-24,Shipped,764,3458.59,Bank Transfer
2591,2024-06-14,2024-06-14,Shipped,135,7642.92,PayPal
2592,2024-05-09,2024-05-09,On Hold,75,3168.39,Bank Transfer
2593,2024-09-27,2024-09-27,Processing,924,4714.92,Credit Card
2594,2024-01-06,2024-01-06,Processing,619,5024.32,Credit Card
2595,2024-07-01,2024-07-01,Shipped,602,6919.18,PayPal
2596,2024-10-03,2024-10-03,On Hold,998,8055.94,PayPal
2597,2024-05-21,2024-05-21,On Hold,787,1382.69,Credit Card
2598,2024-01-27,2024-01-27,Processing,308,8135.29,Bank Transfer
2599,2024-01-18,2024-01-18,Shipped,913,3584.04,Cash
2600,2024-09-15,2024-09-15,Processing,520,7527.8,Credit Card
2601,2024-03-29,2024-03-29,Cancelled,480,1627.03,Credit Card
2602,2024-09-08,2024-09-08,Processing,733,9130.15,PayPal
2603,2024-10-10,2024-10-10,Processing,957,9504.85,Cash
2604,2024-02-06,2024-02-06,Shipped,775,6603.01,Cash
2605,2024-06-08,2024-06-08,Cancelled,248,4851.82,Bank Transfer
2606,2024-03-08,2024-03-08,Processing,935,5215.63,Credit Card
2607,2024-08-06,2024-08-06,Processing,530,8421.15,PayPal
2608,2024-01-07,2024-01-07,Shipped,620,1775.06,Cash
2609,2024-09-08,2024-09-08,Shipped,887,9774.81,Credit Card
2610,2024-03-26,2024-03-26,On Hold,635,2839.99,Bank Transfer
2611,2024-11-22,2024-11-22,Cancelled,383,2012.63,Credit Card
2612,2024-09-28,2024-09-28,Shipped,878,7379.05,Credit Card
2613,2024-02-03,2024-02-03,On Hold,658,9624.37,Credit Card
2614,2024-09-02,2024-09-02,Cancelled,173,4144.1,Bank Transfer
2615,2024-01-15,2024-01-15,Shipped,572,1647.87,PayPal
2616,2024-04-03,2024-04-03,Processing,332,5069.69,Credit Card
2617,2024-11-12,2024-11-12,Shipped,974,6523.78,Credit Card
2618,2024-10-12,2024-10-12,On Hold,114,6161.11,Credit Card
2619,2024-03-05,2024-03-05,Shipped,145,6310.48,Credit Card
2620,2024-11-16,2024-11-16,On Hold,647,5227.61,Credit Card
2621,2024-04-18,2024-04-18,On Hold,1000,9376.99,Cash
2622,2024-06-12,2024-06-12,Cancelled,466,3631.45,Cash
2623,2024-02-25,2024-02-25,Cancelled,174,5952.81,Cash
2624,2024-02-09,2024-02-09,Processing,956,7119.88,Cash
